id,char,dialog,movie
347,GANDALF,"Hold them back, do not give in to fear. Stand to your posts. Fight!  ",The Return of the King 
348,GANDALF,"Not at the towers! Aim for the trolls, kill the trolls! ",The Return of the King 
349,GANDALF,Bring them down!  ,The Return of the King 
350,GANDALF,"Fight them back! ,Peregrin Took! Go back to the Citadel. ",The Return of the King 
351,PIPPIN,They called us out to fight.  ,The Return of the King 
352,GANDALF,This is no place for a Hobbit!  ,The Return of the King 
353,GANDALF,"Guard of the Citadel indeed! , Now back up the hill     quickly. Quick!  ",The Return of the King 
354,GOTHMOG,What are you doing you useless scum?  ,The Return of the King 
355,ORC,The door wont give. It's too strong.  ,The Return of the King 
356,THEODEN,I take my leave.  ,The Return of the King 
357,ARAGORN, My lord Elrond ,The Return of the King 
358,ELROND,I come on behalf of one whom I love.  Arwen is dying.  She will not long     survive the evil that now spreads from Mordor.  The light of the evenstar is     failing.  As Sauron's power grows her strength wanes.  Arwen's life is now     tied to the fate of the Ring.  The Shadow is upon us Aragorn.  The end has     come. ,The Return of the King 
359,ARAGORN,"It will not be our end, but his.   ",The Return of the King 
360,ELROND,"  You ride to war     but not to victory.  Sauron's armies ride on Minas Tirith, this you know.      But in secret he sends another force, which will attack, from the river.    , A fleet of Corsair ships sails from the South.  They will be     in the city in two days.  You're outnumbered Aragorn.  You need more men. ",The Return of the King 
361,ARAGORN,There are none. ,The Return of the King 
362,ELROND, There are those that dwell in the mountain.   ,The Return of the King 
363,ARAGORN,"Murderers, traitors. You would call upon them to fight?  They believe in     nothing.  They answer to no one ",The Return of the King 
364,ELROND,"They will answer to the King of Gondor.  , And'ril, the Flame of the West, forged from the shards of     Narsil.   ",The Return of the King 
365,ARAGORN,Sauron will not have forgotten the sword of Elendil.   ,The Return of the King 
366,ARAGORN,The blade that was broken shall return to Minas Tirith.   ,The Return of the King 
367,ELROND,The man who can wield the power of this sword can summon to him an army     more deadly than any that walks this earth.  Put aside the Ranger.  Become     who you were born to be 'nen i-Estel Edain.  ,The Return of the King 
368,ARAGORN, '-chebin Estel anim.   ,The Return of the King 
369,EOWYN,Why are you doing this?  The war lies to the East.  You cannot leave on     the eve of battle.  You cannot abandon the men.   ,The Return of the King 
370,PIPPIN,What were you thinking Peregrin Took?  What service can a Hobbit offer     such a great lord of men?    ,The Return of the King 
371,FARAMIR," ,  It was     well done.  A generous deed should not be checked with cold counsel.     ,     You are to join the tower guard. ",The Return of the King 
372,PIPPIN,I didn't think they would find any livery that would  fit me.  ,The Return of the King 
373,FARAMIR,It once belonged to a young boy of the city.  A very foolish one who     wasted many hours slaying dragons instead of attending his studies.   ,The Return of the King 
374,PIPPIN,This was yours?   ,The Return of the King 
375,FARAMIR,"Yes, it was mine.  My father had it made for me.   ",The Return of the King 
376,GOTHMOG,Get back there and smash it down! ,The Return of the King 
377,ORC,But nothing can breach it!  ,The Return of the King 
378,GOTHMOG,"Grond will breach it! , Bring out the wolf's head. ",The Return of the King 
379,ORCS,"Grond, Grond, Grond, Grond,     Grond! ",The Return of the King 
380,ORCS,"Grond, Grond, Grond, Grond!  ",The Return of the King 
381,ARAGORN,Eowyn' ,The Return of the King 
382,EOWYN,We need you here.   ,The Return of the King 
383,ARAGORN,Why have you come? ,The Return of the King 
384,EOWYN,Do you not know? ,The Return of the King 
385,ARAGORN,It is but a shadow and a thought that you love.  I cannot give you what     you seek.  ,The Return of the King 
386,ARAGORN, I have wished you joy since first I saw you.  ,The Return of the King 
387,GIMLI, Just where do you     think you're off to? ,The Return of the King 
388,ARAGORN,Not this time.  This time you must stay Gimli.  ,The Return of the King 
389,GIMLI, Hmmmm ,The Return of the King 
390,LEGOLAS, Have you learnt nothing of the stubbornness of     dwarves?   ,The Return of the King 
391,GIMLI,You might as well accept it.  We're going with you laddie.  Aragorn     smiles. ,The Return of the King 
392,SOLDIER,"What's happening, where is he going?  I don't understand.  (, Lord Aragorn!  Why does     he leave on the eve of battle?   ",The Return of the King 
393,GAMLING,He leaves because there is no hope. ,The Return of the King 
394,THEODEN,He leaves because he must.   ,The Return of the King 
395,PIPPIN,"Well, I'm taller than you were then.  Though, I'm not likely to grow     anymore, except sideways.   ",The Return of the King 
396,FARAMIR,"It never fitted me either.  Boromir was always the soldier.     ,  They were so alike he and     my father.  Proud, stubborn even, but strong.   ",The Return of the King 
397,PIPPIN,I think you have strength of a different kind.  And one day your father     will see it.   ,The Return of the King 
398,PIPPIN,"Here do I swear fealty and service to Gondor in peace or war, in living     or dying, from , ' from this hour henceforth     until my lord release me or death take me. ",The Return of the King 
399,DENETHOR,"And I shall not forget it! ,  nor fail to reward  that which is given.     ,      Fealty with love.  ,      Valour with honour.  Disloyalty with vengeance.      ,      I do not think we should so lightly abandon the outer defences.  Defences     that your brother long held intact.   ",The Return of the King 
400,FARAMIR,What would you have me do? ,The Return of the King 
401,DENETHOR,I will not yield the River and Pellenor unfought.  Osgiliath must be     retaken.   ,The Return of the King 
402,FARAMIR,My lord Osgiliath is over run.   ,The Return of the King 
403,DENETHOR,Much must be risked in war.    Is there a Captain here who still has the     courage to do his lord's will?   ,The Return of the King 
404,FARAMIR,You wish now that our places had been exchanged.  That I had died and     Boromir had lived.   ,The Return of the King 
405,DENETHOR,"Yes, I wish that.   ",The Return of the King 
406,GAMLING,To few have come.  We cannot defeat the armies of Mordor.   ,The Return of the King 
407,THEODEN," No, we cannot.  But we will meet them in battle nonetheless.      ",The Return of the King 
408,THEODEN,"I have left instruction. , The people are to follow your rule in     my stead.     Take up my seat in the Golden Hall. Long may you defend Edoras, if the     battle goes ill.  ",The Return of the King 
409,EOWYN,What other duty would you have me do my lord? ,The Return of the King 
410,THEODEN,"Duty? ,     no. , I     would have you smile again, not grieve for those whose time has come. You     shall live to see these days renewed , ' and no more despair ",The Return of the King 
411,FARAMIR,"Since you are robbed of Boromir I will do what I can in his stead.     ,     If I should return, think better of me father.  ",The Return of the King 
412,DENETHOR,That will depend on the manner of your return.   ,The Return of the King 
413,GOLLUM, Ech!  ,The Return of the King 
414,SAM,What are you up to?  Sneaking off are we?   ,The Return of the King 
415,GOLLUM,"Sneaking?  Sneaking?  Fat Hobbit is always so polite.  Smeagol shows     them secret ways that nobody else could find and they say 'sneak!'  Sneak?      Very nice friend, oh yes my precious very nice , very nice! ",The Return of the King 
416,SAM,Alright!  Alright!  You just startled me is all.  What were you doing?      ,The Return of the King 
417,GOLLUM,Sneaking. ,The Return of the King 
418,SAM,"Fine, have it your own way.  ,  I'm sorry to wake you Mr Frodo but we have to be     moving on.  ",The Return of the King 
419,FRODO,It's dark still.   ,The Return of the King 
420,SAM,"It's always dark here.  ,  It's gone!     , The elven bread!     ",The Return of the King 
421,FRODO,What?  That's all we have left!   ,The Return of the King 
422,MADRIL,We can't hold them.  The city is lost. ,The Return of the King 
423,FARAMIR, Tell the men to break cover.  We ride for Minas Tirith. ,The Return of the King 
424,DAMROD,Nazg'l! ,The Return of the King 
425,FARAMIR, Take cover!  Nazgul!  Fall     back.  Fall back to Minas Tirith!   ,The Return of the King 
426,SAM,He took it.  He must have.  ,The Return of the King 
427,GOLLUM,"Smeagol?  No, no, not poor Smeagol.  Smeagol hates nasty elf bread.      ",The Return of the King 
428,SAM,You're a lying rat!  What did you do with it?   ,The Return of the King 
429,FRODO,"  He doesn't     eat it. , He can't have taken     it.   ",The Return of the King 
430,GOLLUM," Look, what's this?  ,  Crumbs on his jacketses.  He took it! ,He took it! ,  I've seen him, he's always stuffing his face when master's     not looking. ",The Return of the King 
431,SAM,"That's a filthy lie!  ,      You stinking, two faced sneak!   ",The Return of the King 
432,FRODO,Sam!   ,The Return of the King 
433,SAM,Call me' ,The Return of the King 
434,FRODO,Stop it!   ,The Return of the King 
435,SAM, I'll kill him! ,The Return of the King 
436,FRODO," Sam, no!   ",The Return of the King 
437,SAM," Oh my!   I'm sorry.  I didn't mean it to go so far.  I was just     so, so angry!  Here just' let's just rest a bit. ",The Return of the King 
438,FRODO, I'm all right.   ,The Return of the King 
439,SAM,"No.  No you're not all right, you're exhausted.  It's that Gollum.  It's     this place.  It's that thing around your neck.  , I could help a bit.  I could carry it for     a while ,,     carry it for a while ,      I could carry it' I could carry it' Share the load' share the load' share     the load  ",The Return of the King 
440,FRODO,Get away! ,The Return of the King 
441,FARAMIR,"Fall back!  ,  Retreat!  Retreat!  Run for your lives!   ",The Return of the King 
442,GOTHMOG,The age of men is over.  The time of the Orc has come. ,The Return of the King 
443,SOLDIERS,"Keep going.  It's the Nazgul.  Take cover my lord.     ,     It's coming.  ",The Return of the King 
444,SOLDIERS IN MINAS TIRITH,Its Mithrandir!  The White Rider!   ,The Return of the King 
445,SOLDIER, Pull! ,The Return of the King 
446,FARAMIR,"Mithrandir!  ,     They broke through our defences.  They've taken the bridge and the West     bank.  Battalions of Orcs are crossing the river.   ",The Return of the King 
447,IROLAS,It is as the Lord Denethor predicted!  Long has he foreseen this doom!      ,The Return of the King 
448,GANDALF, Foreseen and done nothing!   ,The Return of the King 
449,GANDALF,Faramir?  This is not the first Halfling to have crossed your path. ,The Return of the King 
450,FARAMIR,No.   ,The Return of the King 
451,PIPPIN,You've seen Frodo and Sam?   ,The Return of the King 
452,GANDALF,Where?  When? ,The Return of the King 
453,SAM,"I don't want to keep it.  , I just want to help.   ",The Return of the King 
454,GOLLUM,See?  See?  He wants it for himself.   ,The Return of the King 
455,SAM,"Shut up you!  ,  Go away!  Get     out of here! ",The Return of the King 
