name,wikiUrl,race,birth,gender,death,hair,height,realm,spouse,_id
Isembard Took,http://lotr.wikia.com//wiki/Isembard_Took,Hobbit,TA 2847,Male,"TA 2946, (SR 1346",,,,,ObjectId(5cd99d4bde30eff6ebccfe28)
Hildigrim Took,http://lotr.wikia.com//wiki/Hildigrim_Took,Hobbit,SR 1240,Male,SR 1341,,,,Rosa Baggins,ObjectId(5cd99d4bde30eff6ebccfe29)
Gerontius Took,http://lotr.wikia.com//wiki/Gerontius_Took,Hobbit,TA 2790,Male,TA 2920,,,,Adamanta Chubb,ObjectId(5cd99d4bde30eff6ebccfe2a)
Hildibrand Took,http://lotr.wikia.com//wiki/Hildibrand_Took,Hobbit,TA 2849,Male,TA 2934,,,,,ObjectId(5cd99d4bde30eff6ebccfe2b)
Paladin Took II,http://lotr.wikia.com//wiki/Paladin_Took_II,Hobbit,TA 2933,Male,FO 13,,,,Eglantine Banks,ObjectId(5cd99d4bde30eff6ebccfe2c)
Pearl Took,http://lotr.wikia.com//wiki/Pearl_Took,Hobbit,TA 2975,Female,"before ,FO 63",,,,None,ObjectId(5cd99d4bde30eff6ebccfe2d)
Peregrin Took,http://lotr.wikia.com//wiki/Peregrin_Took,Hobbit,TA 2990,Male,FO 65,Almost golden,"1.34m (4'5"")",,Diamond of Long Cleeve,ObjectId(5cd99d4bde30eff6ebccfe2e)
Rosa (Baggins) Took,http://lotr.wikia.com//wiki/Rosa_(Baggins)_Took,Hobbit,SR 1256,Female,,,,,Hildigrim Took,ObjectId(5cd99d4bde30eff6ebccfe2f)
Sigismond Took,http://lotr.wikia.com//wiki/Sigismond_Took,Hobbit,TA 2890,Male,TA 2981,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe30)
Turgon,http://lotr.wikia.com//wiki/Turgon,Elf,YT 1300,Male,FA 510,Dark,,"Nevrast,Gondolin",Elenwë,ObjectId(5cd99d4bde30eff6ebccfe31)
Turgon (Steward),http://lotr.wikia.com//wiki/Turgon_(Steward),Human,TA 2855,Male,TA 2953,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe32)
Túrin,http://lotr.wikia.com//wiki/T%C3%BArin,Human,FA 464,Male,FA 499,Dark,Tall,,Nienor,ObjectId(5cd99d4bde30eff6ebccfe33)
Tulkastor,http://lotr.wikia.com//wiki/Tulkastor,Elf,YT,Male,,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe34)
Tuor,http://lotr.wikia.com//wiki/Tuor,Human,FA 472,Male,None; sailed into the West and was accounted amongst the Eldar,Golden,Tall,,Idril Celebrindal,ObjectId(5cd99d4bde30eff6ebccfe35)
Turambar,http://lotr.wikia.com//wiki/Turambar,Human,TA 397,Male,TA 667,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe36)
Uldor,http://lotr.wikia.com//wiki/Uldor,Human,"Mid ,First Age",Male,FA 473,,,,,ObjectId(5cd99d4bde30eff6ebccfe37)
Túrin II,http://lotr.wikia.com//wiki/T%C3%BArin_II,Human,TA 2815,Male,TA 2914,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe38)
Ulfang,http://lotr.wikia.com//wiki/Ulfang,Human,"Late ,First Age",Male,FA 473,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe39)
Ulfast,http://lotr.wikia.com//wiki/Ulfast,Human,"Mid ,First Age",Male,FA 473,,,,,ObjectId(5cd99d4bde30eff6ebccfe3a)
Ulbar,http://lotr.wikia.com//wiki/Ulbar,Human,"Early ,Second Age",Male,Mid Second Age,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe3b)
Túrin I,http://lotr.wikia.com//wiki/T%C3%BArin_I,Human,TA 2165,Male,TA 2278,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe3c)
Urthel,http://lotr.wikia.com//wiki/Urthel,Human,"Late ,First Age",Male,FA 460,,,,,ObjectId(5cd99d4bde30eff6ebccfe3d)
Ulwarth,http://lotr.wikia.com//wiki/Ulwarth,Human,"Mid ,First Age",Male,FA 473,,,,,ObjectId(5cd99d4bde30eff6ebccfe3e)
Vairë (Elf),http://lotr.wikia.com//wiki/Vair%C3%AB_(Elf),Elf,YT,Female,,,,,Lindo,ObjectId(5cd99d4bde30eff6ebccfe3f)
Valacar,http://lotr.wikia.com//wiki/Valacar,Human,TA 1194,Male,TA 1432,,,Gondor,Vidumavi,ObjectId(5cd99d4bde30eff6ebccfe40)
Valandil,http://lotr.wikia.com//wiki/Valandil,Human,SA 3430,Male,TA 249,,,Arnor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe41)
Valandur,http://lotr.wikia.com//wiki/Valandur,Human,TA 462,Male,TA 652,,,Arnor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe42)
Valandil of Andúnië,http://lotr.wikia.com//wiki/Valandil_of_And%C3%BAni%C3%AB,Human,"Early ,Second Age",Male,"Early ,Second Age",,,,,ObjectId(5cd99d4bde30eff6ebccfe43)
Vidugavia,http://lotr.wikia.com//wiki/Vidugavia,Human,"Mid-,Third Age",Male,,,,Rhovanion,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe44)
Vardamir Nólimon,http://lotr.wikia.com//wiki/Vardamir_N%C3%B3limon,Human,SA 61,Male,SA 471,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe45)
Vardilmë,http://lotr.wikia.com//wiki/Vardilm%C3%AB,Human,SA 203,Female,"Early ,Second Age",,,,,ObjectId(5cd99d4bde30eff6ebccfe46)
Vidumavi,http://lotr.wikia.com//wiki/Vidumavi,Human,"Before ,TA 1255",Female,TA 1344,,,,Valacar,ObjectId(5cd99d4bde30eff6ebccfe47)
Vorondil,http://lotr.wikia.com//wiki/Vorondil,Human,TA 1919,Male,TA 2029,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe48)
Voronwë,http://lotr.wikia.com//wiki/Voronw%C3%AB,Elf,First Age,Male,,,,,None known,ObjectId(5cd99d4bde30eff6ebccfe49)
Vëantur,http://lotr.wikia.com//wiki/V%C3%ABantur,Human,SA 425,Male,"Early ,Second Age",,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe4a)
Walda,http://lotr.wikia.com//wiki/Walda,Human,TA 2780,Male,TA 2851,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe4b)
Willie Banks,http://lotr.wikia.com//wiki/Willie_Banks,Hobbit,"Late ,Third Age",Male,"Early ,TA 3019",,,Bree,,ObjectId(5cd99d4bde30eff6ebccfe4c)
Wiseman Gamwich,http://lotr.wikia.com//wiki/Wiseman_Gamwich,Hobbit,TA 2800,Male,,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe4d)
Wulf I,http://lotr.wikia.com//wiki/Wulf_I,Human,"Late ,Third Age",Male,TA 2759,,,Rohan,,ObjectId(5cd99d4bde30eff6ebccfe4e)
Wídfara,http://lotr.wikia.com//wiki/W%C3%ADdfara,Human,"Late-,Third Age",Male,"Early-,Fourth Age",,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe4f)
Írimë,http://lotr.wikia.com//wiki/%C3%8Drim%C3%AB,Elf,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe53)
Óin,http://lotr.wikia.com//wiki/%C3%93in,Dwarf,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe55)
Yávien,http://lotr.wikia.com//wiki/Y%C3%A1vien,Human,SA 371,Female,,,,,,ObjectId(5cd99d4bde30eff6ebccfe56)
Dora Baggins,http://lotr.wikia.com//wiki/Dora_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe57)
Largo Baggins,http://lotr.wikia.com//wiki/Largo_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe58)
Mimosa (Bunce) Baggins,http://lotr.wikia.com//wiki/Mimosa_(Bunce)_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe59)
Pansy Baggins,http://lotr.wikia.com//wiki/Pansy_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe5a)
Polo Baggins,http://lotr.wikia.com//wiki/Polo_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe5b)
Ponto Baggins I,http://lotr.wikia.com//wiki/Ponto_Baggins_I,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe5c)
Bingo Baggins,http://lotr.wikia.com//wiki/Bingo_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe5d)
Chica (Chubb) Baggins,http://lotr.wikia.com//wiki/Chica_(Chubb)_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe5e)
Óin (King of Durin's Folk),http://lotr.wikia.com//wiki/%C3%93in_(King_of_Durin%27s_Folk),Dwarf,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe5f)
Prisca (Baggins) Bolger,http://lotr.wikia.com//wiki/Prisca_(Baggins)_Bolger,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe60)
Rudibert Bolger,http://lotr.wikia.com//wiki/Rudibert_Bolger,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe61)
Theobald Bolger,http://lotr.wikia.com//wiki/Theobald_Bolger,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe62)
Adalgar Bolger,http://lotr.wikia.com//wiki/Adalgar_Bolger,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe63)
Ruby (Bolger) Baggins,http://lotr.wikia.com//wiki/Ruby_(Bolger)_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe64)
Wilimar Bolger,http://lotr.wikia.com//wiki/Wilimar_Bolger,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe65)
Camellia (Sackville) Baggins,http://lotr.wikia.com//wiki/Camellia_(Sackville)_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe66)
Everard Took,http://lotr.wikia.com//wiki/Everard_Took,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe67)
Gundahar Bolger,http://lotr.wikia.com//wiki/Gundahar_Bolger,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe68)
Ferdinand Took,http://lotr.wikia.com//wiki/Ferdinand_Took,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe69)
Pervinca Took,http://lotr.wikia.com//wiki/Pervinca_Took,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe6a)
Pimpernel Took,http://lotr.wikia.com//wiki/Pimpernel_Took,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe6b)
Ferdibrand Took,http://lotr.wikia.com//wiki/Ferdibrand_Took,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe6c)
Reginard Took,http://lotr.wikia.com//wiki/Reginard_Took,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe6d)
Flambard Took,http://lotr.wikia.com//wiki/Flambard_Took,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe6e)
Lalia (Clayhanger) Took,http://lotr.wikia.com//wiki/Lalia_(Clayhanger)_Took,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe6f)
Ruby Gamgee,http://lotr.wikia.com//wiki/Ruby_Gamgee,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe70)
Rudolph Bolger,http://lotr.wikia.com//wiki/Rudolph_Bolger,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe71)
Tanta (Hornblower) Baggins,http://lotr.wikia.com//wiki/Tanta_(Hornblower)_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe72)
Inigo Baggins,http://lotr.wikia.com//wiki/Inigo_Baggins,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe73)
Tanta Hornblower,http://lotr.wikia.com//wiki/Tanta_Hornblower,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe74)
Tobold Hornblower,http://lotr.wikia.com//wiki/Tobold_Hornblower,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe75)
Lily (Baggins) Goodbody,http://lotr.wikia.com//wiki/Lily_(Baggins)_Goodbody,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe76)
Togo Goodbody,http://lotr.wikia.com//wiki/Togo_Goodbody,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe77)
Goldberry,http://lotr.wikia.com//wiki/Goldberry,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe78)
Bell (Goodchild) Gamgee,http://lotr.wikia.com//wiki/Bell_(Goodchild)_Gamgee,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe79)
Goldilocks (Gardner) Took,http://lotr.wikia.com//wiki/Goldilocks_(Gardner)_Took,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe7a)
Merry Gamgee,http://lotr.wikia.com//wiki/Merry_Gamgee,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe7b)
Bilbo Gamgee,http://lotr.wikia.com//wiki/Bilbo_Gamgee,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe7c)
Halfast Gamgee,http://lotr.wikia.com//wiki/Halfast_Gamgee,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe7d)
Rose Gamgee,http://lotr.wikia.com//wiki/Rose_Gamgee,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe7e)
Pippin Gamgee,http://lotr.wikia.com//wiki/Pippin_Gamgee,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe7f)
Durin,http://lotr.wikia.com//wiki/Durin,Dwarf,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe80)
Poppy (Chubb-Baggins) Bolger,http://lotr.wikia.com//wiki/Poppy_(Chubb-Baggins)_Bolger,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe81)
Robin Gardner,http://lotr.wikia.com//wiki/Robin_Gardner,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe82)
Primrose Gardner,http://lotr.wikia.com//wiki/Primrose_Gardner,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe83)
Hamfast Gardner,http://lotr.wikia.com//wiki/Hamfast_Gardner,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe84)
Tolman Cotton Jr.,http://lotr.wikia.com//wiki/Tolman_Cotton_Jr.,Hobbit,TA 2980,Male,FO 60,,,,Marigold Cotton,ObjectId(5cd99d4bde30eff6ebccfe85)
Carl Cotton,http://lotr.wikia.com//wiki/Carl_Cotton,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe86)
Wilcome Cotton,http://lotr.wikia.com//wiki/Wilcome_Cotton,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe87)
Doderic Brandybuck,http://lotr.wikia.com//wiki/Doderic_Brandybuck,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe88)
Daisy Gamgee,http://lotr.wikia.com//wiki/Daisy_Gamgee,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe89)
Berilac Brandybuck,http://lotr.wikia.com//wiki/Berilac_Brandybuck,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe8a)
Gorbadoc Brandybuck,http://lotr.wikia.com//wiki/Gorbadoc_Brandybuck,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe8b)
Marmadoc Brandybuck,http://lotr.wikia.com//wiki/Marmadoc_Brandybuck,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe8c)
Ilberic Brandybuck,http://lotr.wikia.com//wiki/Ilberic_Brandybuck,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe8d)
Orgulas Brandybuck,http://lotr.wikia.com//wiki/Orgulas_Brandybuck,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe8e)
Rorimac Brandybuck,http://lotr.wikia.com//wiki/Rorimac_Brandybuck,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe8f)
Merimac Brandybuck,http://lotr.wikia.com//wiki/Merimac_Brandybuck,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe90)
Salvia (Brandybuck) Bolger,http://lotr.wikia.com//wiki/Salvia_(Brandybuck)_Bolger,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe91)
Bilbo Gardner,http://lotr.wikia.com//wiki/Bilbo_Gardner,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe92)
Briffo Boffin,http://lotr.wikia.com//wiki/Briffo_Boffin,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe93)
Gruffo Boffin,http://lotr.wikia.com//wiki/Gruffo_Boffin,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe94)
Lavender (Grubb) Boffin,http://lotr.wikia.com//wiki/Lavender_(Grubb)_Boffin,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe95)
Uffo Boffin,http://lotr.wikia.com//wiki/Uffo_Boffin,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe96)
Bodo Proudfoot,http://lotr.wikia.com//wiki/Bodo_Proudfoot,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe97)
Sancho Proudfoot,http://lotr.wikia.com//wiki/Sancho_Proudfoot,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe98)
Olo Proudfoot,http://lotr.wikia.com//wiki/Olo_Proudfoot,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe99)
Saradoc Brandybuck,http://lotr.wikia.com//wiki/Saradoc_Brandybuck,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe9a)
Nimloth (elf),http://lotr.wikia.com//wiki/Nimloth_(elf),Elf,"Unknown, possibly sometime during the ,Years of the Trees",Female,FA 506,,,Doriath,Dior Eluchíl,ObjectId(5cd99d4bde30eff6ebccfe9b)
Linda (Baggins) Proudfoot,http://lotr.wikia.com//wiki/Linda_(Baggins)_Proudfoot,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe9c)
Gríma Wormtongue,http://lotr.wikia.com//wiki/Gr%C3%ADma_Wormtongue,Human,TA 2974,Male,"November 3 ,3019",Black,,,,ObjectId(5cd99d4bde30eff6ebccfe9d)
Gollum,http://lotr.wikia.com//wiki/Gollum,Hobbit,TA 2430,Male,"March 25 ,3019",,,,,ObjectId(5cd99d4bde30eff6ebccfe9e)
Legolas (elf of Gondolin),http://lotr.wikia.com//wiki/Legolas_(elf_of_Gondolin),Elf,,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfe9f)
Gandalf,http://lotr.wikia.com//wiki/Gandalf,Maiar,Before the the Shaping of Arda,Male,"January 253019 ,Battle of the Peak immortal","Grey, later white",,,,ObjectId(5cd99d4bde30eff6ebccfea0)
Radagast,http://lotr.wikia.com//wiki/Radagast,Maiar,"Before the creation of ,Arda",Male,None,Brown-gray (films),,,None,ObjectId(5cd99d4bde30eff6ebccfea1)
Tilion,http://lotr.wikia.com//wiki/Tilion,Maiar,Before the creation of Arda,Male,Immortal,,,,None,ObjectId(5cd99d4bde30eff6ebccfea2)
Elemmakil,http://lotr.wikia.com//wiki/Elemmakil,Elf,,Male,"FA 510,(presumably)",,,,,ObjectId(5cd99d4bde30eff6ebccfea3)
Saruman,http://lotr.wikia.com//wiki/Saruman,Maiar,"Before the creation of ,Arda",Male,"3 November ,3019",White,,"Isengard,Nan Curunír",None,ObjectId(5cd99d4bde30eff6ebccfea4)
Sauron,http://lotr.wikia.com//wiki/Sauron,Maiar,"Before the creation of ,Arda",Male,"March 25 ,3019",Various,Various until,,None,ObjectId(5cd99d4bde30eff6ebccfea5)
Eönwë,http://lotr.wikia.com//wiki/E%C3%B6nw%C3%AB,Maiar,"Before the creation of ,Arda",Male,Immortal,,,,,ObjectId(5cd99d4bde30eff6ebccfea6)
Durin's Bane,http://lotr.wikia.com//wiki/Durin%27s_Bane,Maiar,"Before the creation of ,Arda",Male,January 253019,Mane of red flames,"Slightly larger and taller than a Man (book), 20 feet (movie)",,,ObjectId(5cd99d4bde30eff6ebccfea7)
Alatar,http://lotr.wikia.com//wiki/Alatar,Maiar,Before the creation of Arda,Male,,,,,None,ObjectId(5cd99d4bde30eff6ebccfea8)
Arien,http://lotr.wikia.com//wiki/Arien,Maiar,"Before the creation of ,Arda",Female,Immortal,,,,None,ObjectId(5cd99d4bde30eff6ebccfea9)
Uinen,http://lotr.wikia.com//wiki/Uinen,Maiar,"Before the creation of ,Arda",Female,Immortal,,,,Ossë,ObjectId(5cd99d4bde30eff6ebccfeaa)
Mosco Burrows,http://lotr.wikia.com//wiki/Mosco_Burrows,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfeab)
Myrtle Burrows,http://lotr.wikia.com//wiki/Myrtle_Burrows,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfeac)
Pallando,http://lotr.wikia.com//wiki/Pallando,Maiar,Before the creation of Arda,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfead)
Moro Burrows,http://lotr.wikia.com//wiki/Moro_Burrows,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfeae)
Thingol,http://lotr.wikia.com//wiki/Thingol,Elf,YT 1050,Male,FA 502,Silver,"Tallest of the Elven-folk, 8'2""",Doriath,Melian,ObjectId(5cd99d4bde30eff6ebccfeaf)
Théodwyn,http://lotr.wikia.com//wiki/Th%C3%A9odwyn,Human,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfeb0)
Eärendil,http://lotr.wikia.com//wiki/E%C3%A4rendil,Human,FA 503,Male,Still Alive,Golden,,,Elwing,ObjectId(5cd99d4bde30eff6ebccfeb1)
Harry Goatleaf,http://lotr.wikia.com//wiki/Harry_Goatleaf,Human,"Late ,Third Age",Male,"Presumably sometime after ,TA 3019",,,,,ObjectId(5cd99d4bde30eff6ebccfeb2)
Treebeard,http://lotr.wikia.com//wiki/Treebeard,Ent,YT,Male,,"Leaf, twig and moss like",15'4,,Fimbrethil,ObjectId(5cd9d533844dc4c55e47afed)
Witch-King of Angmar,http://lotr.wikia.com//wiki/Witch-king_of_Angmar,Human,,,,,,,,ObjectId(5cd9d576844dc4c55e47afee)
Mouth of Sauron,http://lotr.wikia.com//wiki/Mouth_of_Sauron,Human,First Age,Male,"Probably died on ,March 25TA 3019, during destruction of ,Mordor",Most likely black or none,"6' 7"" (2.01 m)",,None,ObjectId(5cd9d5a0844dc4c55e47afef)
Irolas,http://lotr.wikia.com//wiki/Irolas,Human,,,,,,,,ObjectId(5cd9d5cf844dc4c55e47aff0)
Lagduf,,Orcs,NaN,Male,"March ,3019",NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa35)
Fire-drake of Gondolin,,Dragon,NaN,Male,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa36)
Angrim,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa37)
Angelimar,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa38)
Penlod,,Elves,NaN,Male,FA 510,NaN,Tall,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa39)
Squint-eyed Southerner,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3a)
Fimbrethil,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3b)
Bill Ferny,,Men,"Late ,Third Age",Male,"Early ,Fourth Age",Brown (film),NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3c)
Fastred of Greenholm,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3d)
Falathar,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3e)
Elfstan Fairbairn,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3f)
Snaga (Two Towers orc),,Orcs,NaN,Male,February 293019,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa40)
Snaga,,Orcs,NaN,Male,TA 3019,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa41)
Smaug,,Dragons,"Unknown, first appeared in ,TA 2770",Male,"November 1 ,TA 2941",NaN,NaN,Lonely Mountain,NaN,ObjectId(5cdbdecb6dc0baeae48cfa42)
Seers,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa43)
Shelob,,Great Spiders,"Unknown, possibly during the ,First Age",Female,"Unknown, possibly TA 3019",NaN,Large and immense,Torech Ungol,NaN,ObjectId(5cdbdecb6dc0baeae48cfa44)
Shagrat,,Black Uruk,TA 2050,Male,NaN,NaN,7'1,Cirith Ungol,NaN,ObjectId(5cdbdecb6dc0baeae48cfa45)
Scatha,,Dragons,NaN,Male,TA 2000,None,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa46)
Salmar,,Ainur,Before the creation of Arda,Male,Immortal,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa47)
Sandyman,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa48)
Salgant,,Elves,NaN,Male,Fate officially unknown,NaN,Short,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa49)
Saeros,,Elves,YT,Male,FA 484,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4a)
Ruffian Leader,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4b)
Roäc,,Raven,TA 2788,Male,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4c)
Andwise Roper,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4d)
Rog,,Elves,NaN,Male,FA 510,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4e)
River-woman,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4f)
Radbug,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa50)
Khîm,,Dwarves,NaN,Male,FA 486,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa51)
Khamûl,,"Men,Wraith",Second Age,Male,NaN,White,NaN,"Rhûn,Dol Guldur,Sauron",NaN,ObjectId(5cdbdecb6dc0baeae48cfa52)
Irmo,,Ainur,"Before the creation of ,Arda",Male,Immortal,NaN,NaN,NaN,Estë,ObjectId(5cdbdecb6dc0baeae48cfa53)
Eru Ilúvatar,,God,NaN,Male,NaN,"Varies, White ",Varies,Timeless Halls,None,ObjectId(5cdbdecb6dc0baeae48cfa54)
